"","obsid","leadid","ccode","idacr","country","continent","leader","startdate","enddate","entry","exit","exitcode","gender","yrborn"
"152","TRI-1995","81e36e91-1e42-11e4-b4cd-db5882bf8def",52,"TRI","Trinidad and Tobago","Americas","Panday",1995-11-09,2001-12-24,"Regular","Regular","Regular","M",1933
"153","TRI-2001","81e36e90-1e42-11e4-b4cd-db5882bf8def",52,"TRI","Trinidad and Tobago","Americas","Manning",2001-12-25,2010-05-26,"Regular","Regular","Regular","M",1947
"154","TRI-2010","825028d4-1e42-11e4-b4cd-db5882bf8def",52,"TRI","Trinidad and Tobago","Americas","Kamla Persad-Bissessar",2010-05-26,2015-09-09,"Regular","Regular","Regular","F",1952
"155","TRI_2015_1",NA,52,"TRI","Trinidad and Tobago","Americas","Keith Rowley",2015-09-09,2024-07-29,"Regular","Still in Office","Still in Office","M",1949
"156","BAR-1966","81e36e92-1e42-11e4-b4cd-db5882bf8def",53,"BAR","Barbados","Americas","Barrow",1966-11-18,1976-09-08,"Regular","Regular","Regular","M",1920
"157","BAR-1976","81e36e93-1e42-11e4-b4cd-db5882bf8def",53,"BAR","Barbados","Americas","Adams",1976-10-08,1985-03-11,"Regular","Natural Death","Regular","M",1931
"158","BAR-1985","81e36e94-1e42-11e4-b4cd-db5882bf8def",53,"BAR","Barbados","Americas","St. John",1985-03-11,1986-05-29,"Regular","Regular","Regular","M",1931
"159","BAR-1986","81e36e92-1e42-11e4-b4cd-db5882bf8def",53,"BAR","Barbados","Americas","Barrow",1986-05-29,1987-06-01,"Regular","Natural Death","Regular","M",1920
"160","BAR-1987","81e39f6e-1e42-11e4-b4cd-db5882bf8def",53,"BAR","Barbados","Americas","Sandiford",1987-06-01,1994-09-07,"Regular","Regular","Regular","M",1937
"161","BAR-1994","81e39f6f-1e42-11e4-b4cd-db5882bf8def",53,"BAR","Barbados","Americas","Arthur",1994-09-07,2008-01-16,"Regular","Regular","Regular","M",1949
"162","BAR-2008","825028d5-1e42-11e4-b4cd-db5882bf8def",53,"BAR","Barbados","Americas","Thompson",2008-01-16,2010-10-23,"Regular","Natural Death","Regular","M",1961
"163","BAR-2010","825028d6-1e42-11e4-b4cd-db5882bf8def",53,"BAR","Barbados","Americas","Stuart",2010-10-23,2018-05-25,"Regular","Regular","Regular","M",1951
"164","BAR_2018_1",NA,53,"BAR","Barbados","Americas","Mottley",2018-05-25,2024-07-29,"Regular","Still in Office","Still in Office","F",1965
"165","MEX-1872","81e39f70-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","de Tejada",1872-07-19,1876-11-21,"Regular","Irregular","Unknown","M",1825
"166","MEX-1876","81e39f71-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Diaz",1876-11-23,1911-05-25,"Irregular","Irregular","Unknown","M",1830
"167","MEX-1911-2","81e3d042-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Madero",1911-11-06,1913-02-19,"Regular","Irregular","Unknown","M",1873
"168","MEX-1913","81e3d043-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Huerta",1913-02-19,1914-07-15,"Irregular","Irregular","Unknown","M",1845
"169","MEX-1915","81e3d044-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Carranza",1915-10-19,1920-05-06,"Irregular","Irregular","Removed by Rebels, without Foreign Support","M",1859
"170","MEX-1920-2","81e3d046-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Obregon",1920-12-01,1924-12-01,"Irregular","Regular","Regular","M",1890
"171","MEX-1924","81e3d047-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Calles",1924-12-01,1928-12-01,"Regular","Regular","Regular","M",1877
"172","MEX-1928","81e40116-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Portes Gil",1928-12-01,1930-02-05,"Regular","Regular","Regular","M",1890
"173","MEX-1930","81e40117-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Ortiz Rubio",1930-02-05,1932-09-04,"Regular","Regular","Regular","M",1877
"174","MEX-1932","81e431ea-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Rodriguez",1932-09-04,1934-12-01,"Regular","Regular","Regular","M",1889
"175","MEX-1934","81e431eb-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Cardenas",1934-12-01,1940-12-01,"Regular","Regular","Regular","M",1895
"176","MEX-1940","81e462be-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Avila Camacho",1940-12-01,1946-12-01,"Regular","Regular","Regular","M",1897
"177","MEX-1946","81e462bf-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Aleman Valdes",1946-12-01,1952-12-01,"Regular","Regular","Regular","M",1903
"178","MEX-1952","81e49392-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Ruiz Cortines",1952-12-01,1958-12-01,"Regular","Regular","Regular","M",1890
"179","MEX-1958","81e49393-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Lopez Mateos",1958-12-01,1964-12-01,"Regular","Regular","Regular","M",1910
"180","MEX-1964","81e4c466-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Diaz Ordaz",1964-12-01,1970-12-01,"Regular","Regular","Regular","M",1911
"181","MEX-1970","81e4c467-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Echeverria Alvarez",1970-12-01,1976-12-01,"Regular","Regular","Regular","M",1922
"182","MEX-1976","81e4c468-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Lopez Portillo",1976-12-01,1982-12-01,"Regular","Regular","Regular","M",1920
"183","MEX-1982","81e4c469-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","de La Madrid",1982-12-01,1988-12-01,"Regular","Regular","Regular","M",1934
"184","MEX-1988","81e4c46a-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Salinas",1988-12-01,1994-11-30,"Regular","Regular","Regular","M",1948
"185","MEX-1994","81e4f53a-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Zedillo",1994-12-01,2000-11-30,"Regular","Regular","Regular","M",1951
"186","MEX-2000","81e4f53b-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Vicente Fox Quesada",2000-12-01,2006-11-30,"Regular","Regular","Regular","M",1942
"187","MEX-2006","825028d7-1e42-11e4-b4cd-db5882bf8def",70,"MEX","Mexico","Americas","Calderon",2006-12-01,2012-12-01,"Regular","Regular","Regular","M",1962
"188","MEX-2012","2b37a450-3481-11e4-8dba-bbcd9ed46413",70,"MEX","Mexico","Americas","Enrique Pena Nieto",2012-12-01,2018-11-30,"Regular","Regular","Regular","M",1966
"189","MEX_2012_2",NA,70,"MEX","Mexico","Americas","Manuel Lopez Obrador",2018-11-30,2024-07-29,"Regular","Still in Office","Still in Office","M",1953
"190","BLZ-1961","81e4f53c-1e42-11e4-b4cd-db5882bf8def",80,"BLZ","Belize","Americas","Price",1961-04-07,1984-12-17,"Regular","Regular","Regular","M",1919
"191","BLZ-1984","81e4f53d-1e42-11e4-b4cd-db5882bf8def",80,"BLZ","Belize","Americas","Esquivel",1984-12-17,1989-11-07,"Regular","Regular","Regular","M",1940
"192","BLZ-1989","81e4f53c-1e42-11e4-b4cd-db5882bf8def",80,"BLZ","Belize","Americas","Price",1989-11-07,1993-07-03,"Regular","Regular","Regular","M",1919
"193","BLZ-1993","81e4f53d-1e42-11e4-b4cd-db5882bf8def",80,"BLZ","Belize","Americas","Esquivel",1993-07-03,1998-08-28,"Regular","Regular","Regular","M",1940
"194","BLZ-1998","81e4f53e-1e42-11e4-b4cd-db5882bf8def",80,"BLZ","Belize","Americas","Musa",1998-08-28,2008-02-08,"Regular","Regular","Regular","M",1944
"195","BLZ-2008","825059b0-1e42-11e4-b4cd-db5882bf8def",80,"BLZ","Belize","Americas","D.Barrow",2008-02-08,2020-11-12,"Regular","Regular","Regular","M",1951
"196","BLZ_2020_1",NA,80,"BLZ","Belize","Americas","Juan Briceno",2020-11-12,2024-07-29,"Regular","Still in Office","Still in Office","M",1960
"197","GUA-1873","81e5260e-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Justo Rufino Barrios",1873-06-04,1885-04-06,"Regular","Irregular","Unknown","M",1835
"198","GUA-1885","81e5260f-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Barillas",1885-04-06,1892-03-15,"Regular","Regular","Regular","M",1845
"199","GUA-1892","81e52610-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Reina Barrios",1892-03-15,1898-02-08,"Regular","Irregular","Unknown","M",1835
"200","GUA-1898","81e52611-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Estrada-Cabrera",1898-02-08,1920-04-15,"Regular","Irregular","Removed by Rebels, without Foreign Support","M",1857
"201","GUA-1920","81e52612-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Herrera y Luna",1920-04-15,1921-12-07,"Irregular","Irregular","Removed by Military, without Foreign Support","M",1856
"202","GUA-1921","81e556e2-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Orellana, J.",1921-12-07,1926-09-26,"Irregular","Natural Death","Regular","M",1872
"203","GUA-1926","81e556e3-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Chacon",1926-09-27,1930-12-13,"Regular","Retired Due to Ill Health","Regular","M",1874
"204","GUA-1931-2","81e587c0-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Ubico Castaneda",1931-02-15,1944-07-01,"Regular","Irregular","Popular Protest, without Foreign Support","M",1878
"205","GUA-1945","81e587c3-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Arevalo",1945-03-15,1951-03-01,"Regular","Regular","Regular","M",1904
"206","GUA-1951","81e587c2-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Arbenz Guzman",1951-03-01,1954-06-27,"Regular","Irregular","Removed by Military, with Foreign Support","M",1913
"207","GUA-1954-3","81e5b895-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Castillo Armas",1954-07-08,1957-07-20,"Irregular","Irregular","Assassination by Unsupported Individual","M",1914
"208","GUA-1958","81e5b899-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Ydigoras Fuente",1958-03-02,1963-03-31,"Regular","Irregular","Removed by Military, without Foreign Support","M",1895
"209","GUA-1963","81e5e968-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Peralta Azurdia",1963-03-31,1966-07-01,"Irregular","Regular","Regular","M",1908
"210","GUA-1966","81e5e969-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Mendez Montenegro",1966-07-01,1970-07-01,"Regular","Regular","Regular","M",1915
"211","GUA-1970","81e5e96a-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Arana Osorio",1970-07-01,1974-07-01,"Regular","Regular","Regular","M",1918
"212","GUA-1974","81e5e96b-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Laugerud Garcia",1974-07-01,1978-07-01,"Regular","Regular","Regular","M",1930
"213","GUA-1978","81e5e96c-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Lucas Garcia",1978-07-01,1982-03-23,"Regular","Irregular","Removed by Military, without Foreign Support","M",1924
"214","GUA-1982","81e61a3c-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Rios Montt",1982-03-23,1983-08-08,"Irregular","Irregular","Removed by Military, without Foreign Support","M",1926
"215","GUA-1983","81e61a3d-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Mejia Victores",1983-08-08,1986-01-14,"Irregular","Regular","Regular","M",1930
"216","GUA-1986","81e61a3e-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Cerezo",1986-01-14,1991-01-14,"Regular","Regular","Regular","M",1942
"217","GUA-1991","81e61a3f-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Serrano Elias",1991-01-14,1993-05-31,"Regular","Irregular","Removed by Military, without Foreign Support","M",1945
"218","GUA_1993_1",NA,90,"GUA","Guatemala","Americas","Espina Salguero",1993-05-31,1993-06-01,"Regular","Regular","Regular","M",1946
"219","GUA-1993-2","81e64b10-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Leon Carpio",1993-06-01,1996-01-14,"Irregular","Regular","Regular","M",1942
"220","GUA-1996","81e64b11-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Arzu Yrigoyen",1996-01-14,2000-01-14,"Regular","Regular","Regular","M",1946
"221","GUA-2000","81e64b12-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Alfonso Portillo Cabrera",2000-01-15,2004-01-14,"Regular","Regular","Regular","M",1951
"222","GUA-2004","81e64b13-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Berger Perdomo",2004-01-14,2008-01-14,"Regular","Regular","Regular","M",1946
"223","GUA-2008","825059b1-1e42-11e4-b4cd-db5882bf8def",90,"GUA","Guatemala","Americas","Colom Caballeros",2008-01-14,2012-01-14,"Regular","Regular","Regular","M",1951
"224","GUA-2012","2b37a451-3481-11e4-8dba-bbcd9ed46413",90,"GUA","Guatemala","Americas","Perez Molina",2012-01-14,2015-09-03,"Regular","Regular","Regular","M",1950
"225","GUA_2015_1",NA,90,"GUA","Guatemala","Americas","Alejandro Maldonado Aguirre",2015-09-03,2016-01-14,"Regular","Regular","Regular","M",1936
"226","GUA_2016_1",NA,90,"GUA","Guatemala","Americas","Jimmy Morales Cabrera",2016-01-14,2020-01-14,"Regular","Regular","Regular","M",1969
"227","GUA_2020_1",NA,90,"GUA","Guatemala","Americas","Alejandro Giammattei",2020-01-14,2024-07-29,"Regular","Still in Office","Still in Office","M",1956
"228","HON-1874","81e64b14-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Leiva",1874-01-13,1876-06-08,"Irregular","Irregular","Unknown","M",1821
"229","HON-1876","81e67be4-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Soto",1876-08-27,1883-10-19,"Irregular","Irregular","Unknown","M",1846
"230","HON-1883-2","81e67be6-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Bogran",1883-11-30,1891-11-30,"Regular","Regular","Regular","M",1849
"231","HON-1891","81e64b14-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Leiva",1891-11-30,1893-08-07,"Regular","Irregular","Unknown","M",1821
"232","HON-1894","81e67be8-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","P. Bonilla",1894-02-22,1899-02-01,"Irregular","Regular","Regular","M",1858
"233","HON-1899","81e67be9-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Sierra",1899-02-01,1903-01-30,"Regular","Irregular","Unknown","M",1839
"234","HON-1903","81e6acb8-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","M. Bonilla",1903-02-01,1907-04-11,"Irregular","Irregular","Unknown","M",1849
"235","HON-1907","81e6acb9-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Davila",1907-04-18,1911-03-28,"Irregular","Irregular","Unknown","M",1856
"236","HON-1911","81e6acba-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Bertrand",1911-03-28,1912-02-02,"Irregular","Regular","Regular","M",1866
"237","HON-1912","81e6acb8-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","M. Bonilla",1912-02-02,1913-03-20,"Regular","Natural Death","Regular","M",1849
"238","HON-1913","81e6acba-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Bertrand",1913-03-20,1915-07-28,"Regular","Regular","Regular","M",1866
"239","HON-1916","81e6acba-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Bertrand",1916-02-01,1919-09-09,"Regular","Irregular","Removed by Military, without Foreign Support","M",1866
"240","HON-1920","81e6acbc-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Lopez-Gutierrez",1920-02-01,1924-02-01,"Regular","Irregular","Removed by Military, without Foreign Support","M",1855
"241","HON-1924","81e6dd8c-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Vicente Tosta",1924-02-01,1925-02-01,"Irregular","Regular","Regular","M",1876
"242","HON-1925","81e6dd8d-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Paz Baraona",1925-02-01,1929-02-01,"Irregular","Regular","Regular","M",1863
"243","HON-1929","81e6dd8e-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Mejia Colindres",1929-02-01,1933-02-01,"Regular","Regular","Regular","M",1878
"244","HON-1933","81e6dd8f-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Carias Andino",1933-02-01,1949-01-01,"Regular","Regular","Regular","M",1876
"245","HON-1949","81e6dd90-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Galvez",1949-01-01,1954-01-15,"Regular","Retired Due to Ill Health","Regular","M",1887
"246","HON-1954","81e70e60-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Lozano Diaz",1954-01-15,1956-10-21,"Regular","Irregular","Removed by Military, without Foreign Support","M",1885
"247","HON-1956","81e70e61-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Hector Caraccioli",1956-10-21,1957-12-21,"Irregular","Regular","Regular","M",1922
"248","HON-1957","81e70e62-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Villeda Morales",1957-12-21,1963-10-03,"Regular","Irregular","Removed by Military, without Foreign Support","M",1909
"249","HON-1963","81e70e63-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Lopez Arellano",1963-10-03,1971-06-06,"Irregular","Regular","Regular","M",1921
"250","HON-1971","81e70e64-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Cruz",1971-06-06,1972-12-04,"Regular","Irregular","Removed by Military, without Foreign Support","M",1903
"251","HON-1972","81e70e63-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Lopez Arellano",1972-12-04,1975-04-22,"Irregular","Irregular","Removed in Military Power Struggle Short of Coup","M",1921
"252","HON-1975","81e73f34-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Castro",1975-04-22,1978-08-07,"Irregular","Irregular","Removed in Military Power Struggle Short of Coup","M",1938
"253","HON-1978","81e73f35-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Paz Garcia",1978-08-07,1982-01-27,"Irregular","Regular","Regular","M",1931
"254","HON-1982","81e73f36-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Suazo Cordova",1982-01-27,1986-01-27,"Regular","Regular","Regular","M",1928
"255","HON-1986","81e73f37-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Azcona Hoyo",1986-01-27,1990-01-27,"Regular","Regular","Regular","M",1927
"256","HON-1990","81e73f38-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Callejas",1990-01-27,1994-01-27,"Regular","Regular","Regular","M",1943
"257","HON-1994","81e77012-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Reina",1994-01-27,1998-01-27,"Regular","Regular","Regular","M",1926
"258","HON-1998","81e77013-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Flores Facusse",1998-01-27,2002-01-27,"Regular","Regular","Regular","M",1950
"259","HON-2002","81e77014-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Ricardo Maduro",2002-01-27,2006-01-27,"Regular","Regular","Regular","M",1946
"260","HON-2006","825059b2-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Zelaya",2006-01-27,2009-06-28,"Regular","Irregular","Removed by Military, without Foreign Support","M",1952
"261","HON_2009_1",NA,91,"HON","Honduras","Americas","Micheletti",2009-06-28,2010-01-27,"Irregular","Regular","Regular","M",1948
"262","HON-2010","825059b4-1e42-11e4-b4cd-db5882bf8def",91,"HON","Honduras","Americas","Lobo",2010-01-27,2014-01-27,"Regular","Regular","Regular","M",1947
"263","HON-2014","149deeac-aae0-11e4-b3bc-29f2fa19767e",91,"HON","Honduras","Americas","Hernández",2014-01-27,2022-01-27,"Regular","Regular","Regular","M",1968
"264","HON_2022_1",NA,91,"HON","Honduras","Americas","Iris Xiomara Castro Sarmiento",2022-01-27,2024-07-29,"Regular","Still in Office","Still in Office","F",1959
"265","SAL-1871","81e77015-1e42-11e4-b4cd-db5882bf8def",92,"SAL","El Salvador","Americas","Gonzalez",1871-04-15,1876-02-11,"Irregular","Regular","Regular","M",1818
"266","SAL-1876-2","81e7a0e6-1e42-11e4-b4cd-db5882bf8def",92,"SAL","El Salvador","Americas","Zaldivar",1876-05-01,1885-05-14,"Irregular","Irregular","Unknown","M",1834
"267","SAL-1885","81e7a0e7-1e42-11e4-b4cd-db5882bf8def",92,"SAL","El Salvador","Americas","Menendez",1885-05-22,1890-06-22,"Irregular","Irregular","Unknown","M",1830
"268","SAL-1890","81e7a0e8-1e42-11e4-b4cd-db5882bf8def",92,"SAL","El Salvador","Americas","Ezeta",1890-06-22,1894-06-10,"Irregular","Irregular","Unknown","M",1852
"269","SAL-1894","81e7a0e9-1e42-11e4-b4cd-db5882bf8def",92,"SAL","El Salvador","Americas","Guttierez",1894-06-10,1898-11-14,"Irregular","Irregular","Unknown","M",1861
"270","SAL-1898","81e7a0ea-1e42-11e4-b4cd-db5882bf8def",92,"SAL","El Salvador","Americas","Regalado",1898-11-14,1903-03-01,"Irregular","Regular","Regular","M",1864
"271","SAL-1903","81e7d1ba-1e42-11e4-b4cd-db5882bf8def",92,"SAL","El Salvador","Americas","Escalon",1903-03-01,1907-02-28,"Regular","Regular","Regular","M",1847
